transaction_id,transaction_date,transaction_amount,merchant_category,card_type,transaction_location,cardholder_age,cardholder_gender,transaction_description,account_balance,calander_income
479,02-04-2024,6488,Entertainment,Discover,Baolong,69,Female,Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio.,98589,64027
480,29-12-2023,8859,Groceries,Visa,San Pedro del Paraná,20,Agender,Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,61642,98771
481,19-12-2023,4888,Clothing,Discover,Keluke,63,Female,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",21730,118461
482,07-03-2024,447,Education,Visa,Damiao,97,Male,Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum.,3268,142962
483,20-10-2023,5630,Education,MasterCard,Helsingborg,64,Female,"Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus.",14723,137831
484,28-12-2023,9232,Restaurant,Amex,Mpumalanga,73,Male,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.",51568,63690
485,23-12-2023,4807,Healthcare,Amex,Przybiernów,84,Male,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",93017,120832
486,11-02-2024,6565,Healthcare,Visa,Antanifotsy,79,Male,Nulla facilisi.,77504,33026
487,28-10-2023,1045,Groceries,Visa,Chagang,24,Male,Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy.,27583,94713
488,11-05-2024,486,Entertainment,Amex,Maurole,43,Female,Curabitur gravida nisi at nibh.,31007,57025
489,07-12-2023,2217,Entertainment,MasterCard,Luba,20,Female,Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla.,99773,187422
490,11-12-2023,4044,Groceries,Visa,Fort Smith,100,Male,Integer ac leo. Pellentesque ultrices mattis odio.,34242,139239
491,14-06-2024,916,Education,Visa,Stockholm,89,Male,Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius.,42772,145952
492,08-10-2023,3724,Entertainment,Visa,Kujang,84,Female,In congue.,39925,121801
493,07-08-2024,5320,Clothing,MasterCard,Dollard-Des Ormeaux,46,Male,"Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula.",41657,74748
494,04-05-2024,5586,Electronics,Amex,Nowe Brzesko,84,Female,Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,81283,58582
495,01-07-2024,2646,Clothing,Visa,Cagliari,46,Female,"Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim.",57042,29622
496,22-11-2023,3967,Healthcare,MasterCard,Buriti Alegre,64,Male,"Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",57416,65981
497,16-01-2024,852,Entertainment,Visa,Maroua,100,Male,"Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",84049,145322
498,26-04-2024,4855,Clothing,Visa,Haputale,75,Male,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien.",67666,183358
499,29-11-2023,5685,Healthcare,Amex,Louta,69,Female,Nunc purus. Phasellus in felis. Donec semper sapien a libero.,35370,61228
500,11-05-2024,7286,Education,Amex,Gandi,46,Male,Sed ante. Vivamus tortor. Duis mattis egestas metus. Aenean fermentum.,1064,69522
501,03-04-2024,9967,Entertainment,Discover,Nurota Shahri,63,Genderfluid,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",56815,45351
502,24-03-2024,5654,Travel,Amex,Des Moines,58,Non-binary,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",55903,91223
503,22-03-2024,5036,Education,Discover,Belovodskoye,93,Female,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy.,74461,148524
504,01-10-2023,5353,Travel,Discover,Ponggok,79,Male,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus.,74923,149673
505,07-11-2023,8858,Restaurant,MasterCard,Rasony,33,Genderqueer,"Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",44876,32563
506,04-07-2024,1350,Entertainment,Visa,Phan Rang-Tháp Chàm,75,Female,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla.",85982,29028
507,03-04-2024,2250,Education,Discover,Platičevo,88,Agender,"Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim.",82013,25010
508,06-01-2024,1804,Electronics,MasterCard,Şabyā,100,Male,Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl.,23414,143299
509,22-12-2023,8118,Groceries,MasterCard,Banī Zayd,31,Female,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus.",3025,55784
510,08-07-2024,2029,Clothing,Amex,Artemivs’k,88,Female,Suspendisse potenti.,2559,28604
511,29-09-2023,253,Education,Discover,Allealle,43,Male,Nunc purus.,99782,170200
512,08-01-2024,5067,Groceries,MasterCard,Vilhena,60,Female,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,84534,48680
513,22-11-2023,1542,Entertainment,Amex,Ar Riqāmā,64,Male,Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla.,4182,100869
514,06-04-2024,8562,Groceries,Visa,Ja Ela,82,Male,"Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",64252,171604
515,19-09-2023,1107,Electronics,Amex,Lyskovo,89,Female,"Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",47941,100593
516,16-10-2023,8581,Groceries,Amex,Jatimulyo,94,Male,Aenean fermentum.,52624,90482
517,01-03-2024,9247,Groceries,MasterCard,Severomorsk,50,Polygender,"Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti.",15075,70890
518,25-05-2024,6580,Electronics,Amex,Simo Satu,51,Female,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",29883,32078
519,13-02-2024,446,Electronics,Discover,Horní Jelení,41,Female,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat.",93434,158156
520,29-12-2023,2730,Restaurant,MasterCard,Marau,20,Male,Praesent blandit. Nam nulla.,21304,176541
521,20-07-2024,66,Clothing,Amex,Cikalong,93,Male,Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus.,28895,41358
522,31-03-2024,9316,Travel,Visa,Jambesari,82,Male,Duis bibendum. Morbi non quam nec dui luctus rutrum.,65627,137733
523,28-11-2023,9324,Clothing,Discover,Huangli,71,Female,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh.,43346,182156
524,06-03-2024,79,Travel,MasterCard,Wenxi,89,Male,"In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",74278,96449
525,02-03-2024,5867,Healthcare,Amex,Bagaces,43,Male,"Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",28683,143690
526,05-06-2024,170,Healthcare,MasterCard,Guangfu,83,Female,"Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy.",19612,23729
527,02-05-2024,8005,Travel,Discover,Muncar,35,Male,"In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat.",89262,57234
528,29-04-2024,870,Clothing,Discover,Karanganyarkrajan,31,Male,"Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus.",63901,136211
529,09-09-2024,6306,Clothing,Amex,Dajing,27,Female,Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit.,65574,100393
530,16-09-2023,2630,Healthcare,MasterCard,Nashville,26,Female,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",96741,135224
531,13-02-2024,1236,Clothing,Amex,Buíque,33,Male,Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus.,64811,30598
532,19-09-2023,5031,Electronics,Visa,Xinji,27,Female,Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius.,33607,132028
533,26-04-2024,8396,Restaurant,MasterCard,Mosteirô,100,Female,"Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim.",84757,30131
534,30-03-2024,1901,Groceries,MasterCard,Thị Trấn Sìn Hồ,49,Male,Sed accumsan felis.,6205,114251
535,05-01-2024,5760,Electronics,Visa,Saint-Denis,55,Male,Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum.,95418,151671
536,13-09-2024,5177,Clothing,Amex,Hallstahammar,91,Female,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",39052,141504
537,29-12-2023,6387,Entertainment,Amex,Tisul’,44,Male,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque.",54932,24528
538,11-07-2024,6935,Education,Discover,San Manuel,79,Male,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,82610,66273
539,01-04-2024,9584,Clothing,Amex,Drammen,40,Male,Integer ac leo.,56780,53962
540,03-10-2023,4761,Restaurant,Discover,Gwangjeok,81,Female,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,56908,154083
541,13-05-2024,7912,Education,Visa,Chengbei,46,Genderfluid,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",58253,25621
542,08-07-2024,1874,Clothing,MasterCard,Qingchuan,21,Male,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.",27412,188771
543,10-07-2024,357,Restaurant,Visa,Tabatinga,19,Male,Phasellus sit amet erat.,94827,179869
544,25-06-2024,2497,Groceries,MasterCard,Sumanding,25,Male,Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus.,22648,127296
545,20-02-2024,8264,Groceries,Amex,Ndom,34,Female,"Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue.",43715,58437
546,13-01-2024,4709,Entertainment,MasterCard,Rimus,22,Male,Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet.,55595,90205
547,15-12-2023,3562,Restaurant,Amex,Zarichne,79,Bigender,Donec ut dolor.,3704,176335
548,11-06-2024,8731,Groceries,Visa,Kertapura,94,Female,"Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",23588,145352
549,20-04-2024,9733,Travel,Discover,Kępice,69,Male,In quis justo.,52209,136839
550,19-03-2024,9932,Restaurant,Visa,Villeneuve-lès-Avignon,91,Genderfluid,"Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",90223,86534
551,04-04-2024,8845,Education,Visa,Saboyá,42,Female,Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst.,76678,153895
552,15-12-2023,9369,Healthcare,Discover,Söderköping,73,Male,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",65911,198223
553,03-08-2024,9277,Clothing,Visa,Glencoe,46,Female,"Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.",44843,133674
554,03-11-2023,3852,Restaurant,Discover,Presidente Dutra,62,Female,"Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",86664,191093
555,03-11-2023,303,Restaurant,Amex,Alfenas,62,Female,Fusce posuere felis sed lacus.,78001,190242
556,24-06-2024,4213,Clothing,Discover,Songgang-dong,66,Female,Ut tellus.,88966,183075
557,06-02-2024,3595,Travel,Visa,Garango,60,Male,"Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",71735,47161
558,13-04-2024,7999,Healthcare,Amex,Šenov,76,Male,"Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",41002,28779
559,31-10-2023,7440,Entertainment,MasterCard,Korba,45,Bigender,Nulla ut erat id mauris vulputate elementum.,29242,134768
560,19-06-2024,5715,Restaurant,MasterCard,Krasnyy Klyuch,92,Female,"Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",51236,98115
561,16-08-2024,8654,Clothing,MasterCard,Chvalšiny,33,Female,Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet.,17853,168579
562,10-09-2024,2059,Groceries,Discover,Manas,63,Male,Maecenas tincidunt lacus at velit.,61426,174505
563,06-11-2023,5370,Groceries,Visa,Klutuk,90,Female,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis.,15562,199515
564,13-06-2024,3948,Healthcare,Visa,Kotuń,38,Male,"Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",34588,136442
565,14-09-2024,8331,Groceries,Discover,Šentrupert,69,Male,"Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",72982,84792
566,08-05-2024,8305,Restaurant,Amex,El Tambo,33,Female,"Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",88139,169967
567,10-11-2023,6869,Clothing,Discover,Karangpapak,82,Agender,Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst.,86320,180923
568,27-09-2023,5082,Clothing,Visa,Noyemberyan,57,Male,"Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",57884,59316
569,23-05-2024,3389,Travel,MasterCard,São Julião do Tojal,72,Agender,Nulla ut erat id mauris vulputate elementum.,13276,90598
570,27-03-2024,5435,Entertainment,Discover,Tha Mai,74,Male,"Fusce consequat. Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",68916,26556
571,07-03-2024,1019,Groceries,MasterCard,Al Muwayh,31,Female,Etiam justo. Etiam pretium iaculis justo.,50686,181841
572,07-10-2023,7418,Entertainment,Visa,Campos Belos,70,Male,Nullam varius. Nulla facilisi.,51531,54263
573,27-11-2023,2091,Electronics,Discover,Vybor,20,Male,"Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",45122,27953
574,22-05-2024,25,Education,Discover,Nankang,81,Female,Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst.,96194,195339
575,28-06-2024,1206,Education,Visa,Gadang,92,Male,"Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",92259,141824
576,23-06-2024,1840,Restaurant,MasterCard,Piskivka,52,Male,Aenean lectus.,16875,96287
577,26-02-2024,5292,Education,Amex,Jatiraya,50,Female,"Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",66749,145678
578,22-06-2024,7858,Entertainment,Visa,Baratan,73,Female,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.",76677,167924
579,24-09-2023,8533,Travel,Visa,Ust-Kamenogorsk,50,Male,Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet.,90895,138952
580,07-07-2024,524,Travel,Visa,Songbai,72,Male,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum.,86266,172650
581,10-10-2023,5811,Clothing,Discover,Gunungpeundeuy,57,Female,Ut tellus.,59321,182714
582,13-07-2024,2557,Education,MasterCard,Ponta Grossa,92,Female,Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat.,68843,79904
583,22-12-2023,9890,Healthcare,Amex,Sanxi,76,Male,"Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus.",65234,108636
584,03-11-2023,1279,Clothing,Amex,Allen,84,Female,Ut at dolor quis odio consequat varius.,26221,51067
585,04-01-2024,9947,Entertainment,MasterCard,Skövde,58,Genderqueer,Aliquam erat volutpat. In congue. Etiam justo. Etiam pretium iaculis justo.,26957,196432
586,24-09-2023,299,Entertainment,Discover,Dois Portos,83,Female,"Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",23470,133034
587,17-08-2024,8017,Travel,MasterCard,Hulu,51,Female,Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,2412,65246
588,26-02-2024,6299,Restaurant,MasterCard,Zhudian,89,Male,Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,89036,72882
589,12-04-2024,6037,Electronics,MasterCard,Vanino,44,Male,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy.",86298,84304
590,05-06-2024,9983,Groceries,Amex,Norberg,75,Female,Vivamus vestibulum sagittis sapien.,56976,167653
591,12-09-2024,4600,Electronics,Amex,Nyamanari,95,Female,Maecenas pulvinar lobortis est.,9293,32410
592,19-03-2024,4618,Electronics,Amex,Ariana,29,Female,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh. In quis justo.,95332,48641
593,25-05-2024,4713,Groceries,Amex,Knoxville,80,Male,Morbi a ipsum. Integer a nibh.,23233,70453
594,22-01-2024,3487,Electronics,Discover,Ḩarf al Musaytirah,21,Male,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.,71410,93844
595,28-11-2023,7010,Electronics,MasterCard,Cotaparaco,28,Male,Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim.,58061,59549
596,06-02-2024,5126,Clothing,MasterCard,Iwŏn-ŭp,86,Female,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",97976,35258
597,11-08-2024,4424,Travel,MasterCard,Alençon,99,Male,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",8644,30435
598,02-11-2023,4953,Restaurant,Visa,Svedala,56,Female,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue.",23399,101167
599,04-04-2024,9293,Healthcare,Amex,Nanjing,99,Male,Donec posuere metus vitae ipsum. Aliquam non mauris.,90498,24642
600,28-10-2023,8714,Travel,Visa,Campos Belos,54,Female,Integer a nibh. In quis justo.,49738,22733
601,27-01-2024,3496,Education,Amex,Wantan,44,Male,In hac habitasse platea dictumst.,9887,41617
602,17-02-2024,8178,Entertainment,MasterCard,Bayanbaraat,92,Female,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,26509,40469
603,20-12-2023,4048,Education,Amex,Jinotega,40,Male,"Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",24150,89317
604,31-03-2024,7917,Travel,Amex,Dresden,67,Female,Aliquam non mauris.,85619,96981
605,14-02-2024,8136,Groceries,Discover,Jiangzhou,38,Female,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque.",49648,161655
606,05-10-2023,1486,Restaurant,Discover,Rrapë,39,Female,Nunc purus.,83889,53892
607,19-04-2024,4423,Travel,MasterCard,Pingyang,91,Female,Integer tincidunt ante vel ipsum.,78109,61051
608,14-08-2024,847,Healthcare,MasterCard,San Francisco,42,Female,Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio.,16497,131929
609,06-09-2024,7151,Healthcare,Discover,Alvalade,19,Male,"Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",64841,149419
610,28-02-2024,2699,Electronics,Amex,Bulacan,34,Male,Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis.,95409,75548
611,08-09-2024,5237,Education,MasterCard,Souflí,48,Male,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum.",25817,56918
612,04-02-2024,2536,Education,Visa,Paris 08,87,Agender,Nullam varius.,40656,50455
613,12-01-2024,1454,Groceries,MasterCard,New Washington,56,Female,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",17651,97761
614,18-01-2024,5190,Entertainment,Visa,Santa Cruz,55,Female,In hac habitasse platea dictumst. Etiam faucibus cursus urna.,26417,166820
615,18-01-2024,2143,Restaurant,Amex,Buutuo,95,Female,Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,60979,93603
616,25-03-2024,1942,Entertainment,Discover,Ribeirão Pires,49,Female,Sed ante.,895,34470
617,01-02-2024,1091,Education,MasterCard,Volodars’k-Volyns’kyy,44,Female,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla.",59518,136161
618,09-05-2024,7969,Electronics,Amex,Chengxi,36,Male,"In est risus, auctor sed, tristique in, tempus sit amet, sem.",23081,180051
619,14-12-2023,4411,Travel,MasterCard,Liên Chiểu,67,Male,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",45214,115602
620,30-05-2024,430,Clothing,Visa,Mingcheng,47,Male,Morbi a ipsum. Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus.,71274,193377
621,25-12-2023,3854,Travel,Discover,Tarko-Sale,19,Male,"Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",53668,116813
622,21-02-2024,1033,Healthcare,MasterCard,Qiqin,37,Male,"Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue.",45945,142031
623,26-05-2024,6778,Entertainment,Visa,Linxihe,59,Male,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",89401,26998
624,05-10-2023,9044,Electronics,Amex,La Garenne-Colombes,97,Polygender,"Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam. Nam tristique tortor eu pede.",86454,113977
625,22-09-2023,5729,Entertainment,Visa,Gludug,81,Female,Phasellus id sapien in sapien iaculis congue.,89981,105578
626,09-05-2024,8546,Travel,MasterCard,Timon,96,Male,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.,24433,130669
627,11-07-2024,6603,Education,Visa,Kharbathā Banī Ḩārith,95,Male,Vestibulum rutrum rutrum neque.,33946,61937
628,26-12-2023,6845,Electronics,MasterCard,Shantoudian,60,Female,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum.",19049,178421
629,31-01-2024,1195,Healthcare,MasterCard,Chybie,42,Female,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,17144,131166
630,14-09-2024,1864,Restaurant,Visa,Salam,35,Male,Nunc purus. Phasellus in felis.,1013,36031
631,20-01-2024,8321,Restaurant,Visa,Jingyu,79,Male,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",82648,193886
632,12-08-2024,8615,Electronics,Visa,Palhoça,73,Female,"Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",67947,47350
633,13-09-2024,7848,Groceries,Amex,Sansheng,67,Female,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros.",43620,155476
634,17-03-2024,2058,Groceries,Visa,Devon,66,Male,In congue. Etiam justo.,86901,169791
635,29-06-2024,8383,Travel,Visa,Hengtang,94,Male,Aliquam quis turpis eget elit sodales scelerisque.,64678,135007
